"","id","word","alt","bee","group","nTried","nMistakes","weight"
"1073",1073,"legionnaire","","two","champions",0,0,1
"1074",1074,"sternutation","","two","champions",0,0,1
"1075",1075,"subcutaneous","","two","champions",0,0,1
"1076",1076,"alacrity","","two","champions",0,0,1
"1077",1077,"choreographer","","two","champions",0,0,1
"1078",1078,"leguminous","","two","champions",0,0,1
"1079",1079,"ceramics","","two","champions",0,0,1
"1080",1080,"mimetic","","two","champions",0,0,1
"1081",1081,"squander","","two","champions",0,0,1
"1082",1082,"prenuptial","","two","champions",0,0,1
"1083",1083,"succulent","","two","champions",0,0,1
"1084",1084,"bedraggled","","two","champions",0,0,1
"1085",1085,"rectitude","","two","champions",0,0,1
"1086",1086,"uranium","","two","champions",0,0,1
"1087",1087,"inundate","","two","champions",0,0,1
"1088",1088,"wunderkind","","two","champions",0,0,1
"1089",1089,"filial","","two","champions",0,0,1
"1090",1090,"wearisome","","two","champions",0,0,1
"1091",1091,"visage","","two","champions",0,0,1
"1092",1092,"fascinator","","two","champions",0,0,1
"1093",1093,"testimony","","two","champions",0,0,1
"1094",1094,"superlative","","two","champions",0,0,1
"1095",1095,"oxygenate","","two","champions",0,0,1
"1096",1096,"annihilate","","two","champions",0,0,1
"1097",1097,"sarcophagus","","two","champions",0,0,1
"1098",1098,"surrogate","","two","champions",0,0,1
"1099",1099,"terabyte","","two","champions",0,0,1
"1100",1100,"uncouth","","two","champions",0,0,1
"1101",1101,"onerous","","two","champions",0,0,1
"1102",1102,"macrocosm","","two","champions",0,0,1
"1103",1103,"bulbous","","two","champions",0,0,1
"1104",1104,"umpirage","","two","champions",0,0,1
"1105",1105,"heredity","","two","champions",0,0,1
"1106",1106,"philharmonic","","two","champions",0,0,1
"1107",1107,"bandanna","bandana","two","champions",0,0,1
"1108",1108,"manipulable","","two","champions",0,0,1
"1109",1109,"axiomatic","","two","champions",0,0,1
"1110",1110,"indefatigable","","two","champions",0,0,1
"1111",1111,"ulterior","","two","champions",0,0,1
"1112",1112,"oligarchy","","two","champions",0,0,1
"1113",1113,"pianola","","two","champions",0,0,1
"1114",1114,"dignify","","two","champions",0,0,1
"1115",1115,"allegiance","","two","champions",0,0,1
"1116",1116,"basaltic","","two","champions",0,0,1
"1117",1117,"scorpion","","two","champions",0,0,1
"1118",1118,"planetarium","","two","champions",0,0,1
"1119",1119,"ecstatic","","two","champions",0,0,1
"1120",1120,"contusion","","two","champions",0,0,1
"1121",1121,"mulligan","","two","champions",0,0,1
"1122",1122,"sabermetrics","","two","champions",0,0,1
"1123",1123,"elocution","","two","champions",0,0,1
"1124",1124,"dowager","","two","champions",0,0,1
"1125",1125,"comparison","","two","champions",0,0,1
"1126",1126,"diaphanous","","two","champions",0,0,1
"1127",1127,"agoraphobia","","two","champions",0,0,1
"1128",1128,"buffet","","two","champions",0,0,1
"1129",1129,"tortoise","","two","champions",0,0,1
"1130",1130,"surmountable","","two","champions",0,0,1
"1131",1131,"endure","","two","champions",0,0,1
"1132",1132,"bonobo","","two","champions",0,0,1
"1133",1133,"vituperative","","two","champions",0,0,1
"1134",1134,"churlish","","two","champions",0,0,1
"1135",1135,"riviera","","two","champions",0,0,1
"1136",1136,"laconic","","two","champions",0,0,1
"1137",1137,"excision","","two","champions",0,0,1
"1138",1138,"emblazoned","","two","champions",0,0,1
"1139",1139,"bric-a-brac","","two","champions",0,0,1
"1140",1140,"longitude","","two","champions",0,0,1
"1141",1141,"maverick","","two","champions",0,0,1
"1142",1142,"retrograde","","two","champions",0,0,1
"1143",1143,"partridge","","two","champions",0,0,1
"1144",1144,"insignia","","two","champions",0,0,1
"1145",1145,"binomial","","two","champions",0,0,1
"1146",1146,"luminance","","two","champions",0,0,1
"1147",1147,"adjective","","two","champions",0,0,1
"1148",1148,"elucidate","","two","champions",0,0,1
"1149",1149,"spatula","","two","champions",0,0,1
"1150",1150,"triglycerides","","two","champions",0,0,1
"1151",1151,"stalwart","","two","champions",0,0,1
"1152",1152,"bumptious","","two","champions",0,0,1
"1153",1153,"farcical","","two","champions",0,0,1
"1154",1154,"ghastly","","two","champions",0,0,1
"1155",1155,"parkour","","two","champions",0,0,1
"1156",1156,"fealty","","two","champions",0,0,1
"1157",1157,"perilous","","two","champions",0,0,1
"1158",1158,"steroid","","two","champions",0,0,1
"1159",1159,"gullibility","","two","champions",0,0,1
"1160",1160,"tarantula","","two","champions",0,0,1
"1161",1161,"cantankerous","","two","champions",0,0,1
"1162",1162,"vitriolic","","two","champions",0,0,1
"1163",1163,"crinoline","","two","champions",0,0,1
"1164",1164,"debris","","two","champions",0,0,1
"1165",1165,"armaments","","two","champions",0,0,1
"1166",1166,"versatile","","two","champions",0,0,1
"1167",1167,"subtlety","","two","champions",0,0,1
"1168",1168,"hangar","","two","champions",0,0,1
"1169",1169,"verbena","","two","champions",0,0,1
"1170",1170,"zirconium","","two","champions",0,0,1
"1171",1171,"ventriloquy","","two","champions",0,0,1
"1172",1172,"circumflex","","two","champions",0,0,1
"1173",1173,"calligram","","two","champions",0,0,1
"1174",1174,"eczema","","two","champions",0,0,1
"1175",1175,"theomachy","","two","champions",0,0,1
"1176",1176,"fibula","","two","champions",0,0,1
"1177",1177,"aberration","","two","champions",0,0,1
"1178",1178,"necrotic","","two","champions",0,0,1
"1179",1179,"eminent","","two","champions",0,0,1
"1180",1180,"demographics","","two","champions",0,0,1
"1181",1181,"Jurassic","","two","champions",0,0,1
"1182",1182,"myoglobin","","two","champions",0,0,1
"1183",1183,"frugal","","two","champions",0,0,1
"1184",1184,"achromatic","","two","champions",0,0,1
"1185",1185,"miscible","","two","champions",0,0,1
"1186",1186,"soprano","","two","champions",0,0,1
"1187",1187,"cutis","","two","champions",0,0,1
"1188",1188,"hyrax","","two","champions",0,0,1
"1189",1189,"truncheon","","two","champions",0,0,1
"1190",1190,"educand","","two","champions",0,0,1
"1191",1191,"Realtor","","two","champions",0,0,1
"1192",1192,"billabong","","two","champions",0,0,1
"1193",1193,"bariatrics","","two","champions",0,0,1
"1194",1194,"throughout","","two","champions",0,0,1
"1195",1195,"propulsion","","two","champions",0,0,1
"1196",1196,"assailant","","two","champions",0,0,1
"1197",1197,"charioteer","","two","champions",0,0,1
"1198",1198,"solicit","","two","champions",0,0,1
"1199",1199,"melismatic","","two","champions",0,0,1
"1200",1200,"spurious","","two","champions",0,0,1
"1201",1201,"tempeh","","two","champions",0,0,1
"1202",1202,"statistician","","two","champions",0,0,1
"1203",1203,"ibuprofen","","two","champions",0,0,1
"1204",1204,"injurious","","two","champions",0,0,1
"1205",1205,"anglophile","","two","champions",0,0,1
"1206",1206,"defiant","","two","champions",0,0,1
"1207",1207,"substitute","","two","champions",0,0,1
"1208",1208,"quiddity","","two","champions",0,0,1
"1209",1209,"karst","","two","champions",0,0,1
"1210",1210,"Brigadoon","","two","champions",0,0,1
"1211",1211,"vestibule","","two","champions",0,0,1
"1212",1212,"ballyhooed","","two","champions",0,0,1
"1213",1213,"arpeggio","","two","champions",0,0,1
"1214",1214,"lupine","","two","champions",0,0,1
"1215",1215,"resuscitate","","two","champions",0,0,1
"1216",1216,"approbatory","","two","champions",0,0,1
"1217",1217,"catalepsy","","two","champions",0,0,1
"1218",1218,"labyrinthine","","two","champions",0,0,1
"1219",1219,"notoriety","","two","champions",0,0,1
"1220",1220,"subterranean","","two","champions",0,0,1
"1221",1221,"aubergine","","two","champions",0,0,1
"1222",1222,"jalapeño","","two","champions",0,0,1
"1223",1223,"attributive","","two","champions",0,0,1
"1224",1224,"plutonomy","","two","champions",0,0,1
"1225",1225,"lobotomy","","two","champions",0,0,1
"1226",1226,"assumption","","two","champions",0,0,1
"1227",1227,"entrepreneur","","two","champions",0,0,1
"1228",1228,"besieged","","two","champions",0,0,1
"1229",1229,"placoderm","","two","champions",0,0,1
"1230",1230,"hermitage","","two","champions",0,0,1
"1231",1231,"permutation","","two","champions",0,0,1
"1232",1232,"conference","","two","champions",0,0,1
"1233",1233,"woebegone","","two","champions",0,0,1
"1234",1234,"resplendence","","two","champions",0,0,1
"1235",1235,"aphasia","","two","champions",0,0,1
"1236",1236,"environs","","two","champions",0,0,1
"1237",1237,"celebratory","","two","champions",0,0,1
"1238",1238,"cornucopia","","two","champions",0,0,1
"1239",1239,"prominent","","two","champions",0,0,1
"1240",1240,"archetype","","two","champions",0,0,1
"1241",1241,"travails","","two","champions",0,0,1
"1242",1242,"antipathy","","two","champions",0,0,1
"1243",1243,"leviathan","","two","champions",0,0,1
"1244",1244,"alpaca","","two","champions",0,0,1
"1245",1245,"duress","","two","champions",0,0,1
"1246",1246,"eucalyptus","","two","champions",0,0,1
"1247",1247,"rambunctious","","two","champions",0,0,1
"1248",1248,"ingenuous","","two","champions",0,0,1
"1249",1249,"phonetician","","two","champions",0,0,1
"1250",1250,"macular","","two","champions",0,0,1
"1251",1251,"simpatico","","two","champions",0,0,1
"1252",1252,"adhesion","","two","champions",0,0,1
"1253",1253,"rennet","","two","champions",0,0,1
"1254",1254,"pinnacle","","two","champions",0,0,1
"1255",1255,"avalanche","","two","champions",0,0,1
"1256",1256,"cadge","","two","champions",0,0,1
"1257",1257,"exodus","","two","champions",0,0,1
"1258",1258,"philosophize","","two","champions",0,0,1
"1259",1259,"Requiem","","two","champions",0,0,1
"1260",1260,"glitterati","","two","champions",0,0,1
"1261",1261,"transference","","two","champions",0,0,1
"1262",1262,"uveal","","two","champions",0,0,1
"1263",1263,"candelabrum","","two","champions",0,0,1
"1264",1264,"vacillate","","two","champions",0,0,1
"1265",1265,"phenotype","","two","champions",0,0,1
"1266",1266,"transposable","","two","champions",0,0,1
"1267",1267,"thrasonical","","two","champions",0,0,1
"1268",1268,"trepanation","","two","champions",0,0,1
"1269",1269,"Holstein","","two","champions",0,0,1
"1270",1270,"quadrillion","","two","champions",0,0,1
"1271",1271,"tardigrade","","two","champions",0,0,1
"1272",1272,"varsity","","two","champions",0,0,1
"1273",1273,"scholarship","","two","champions",0,0,1
"1274",1274,"filbert","","two","champions",0,0,1
"1275",1275,"Galahad","","two","champions",0,0,1
"1276",1276,"jadeite","","two","champions",0,0,1
"1277",1277,"peripheral","","two","champions",0,0,1
"1278",1278,"elevator","","two","champions",0,0,1
"1279",1279,"chaperonage","","two","champions",0,0,1
"1280",1280,"frittata","","two","champions",0,0,1
"1281",1281,"vandalize","","two","champions",0,0,1
"1282",1282,"chancellor","","two","champions",0,0,1
"1283",1283,"pauper","","two","champions",0,0,1
"1284",1284,"epoch","","two","champions",0,0,1
"1285",1285,"dumbwaiter","","two","champions",0,0,1
"1286",1286,"allergenic","","two","champions",0,0,1
"1287",1287,"vocabulary","","two","champions",0,0,1
"1288",1288,"vassal","","two","champions",0,0,1
"1289",1289,"panary","","two","champions",0,0,1
"1290",1290,"tangerine","","two","champions",0,0,1
"1291",1291,"pervasive","","two","champions",0,0,1
"1292",1292,"haphazard","","two","champions",0,0,1
"1293",1293,"legislature","","two","champions",0,0,1
"1294",1294,"shenanigans","","two","champions",0,0,1
"1295",1295,"inclusion","","two","champions",0,0,1
"1296",1296,"physicists","","two","champions",0,0,1
"1297",1297,"tempura","","two","champions",0,0,1
"1298",1298,"reggae","","two","champions",0,0,1
"1299",1299,"futility","","two","champions",0,0,1
"1300",1300,"untenable","","two","champions",0,0,1
"1301",1301,"feudalism","","two","champions",0,0,1
"1302",1302,"malevolent","","two","champions",0,0,1
"1303",1303,"posada","","two","champions",0,0,1
"1304",1304,"acquiesce","","two","champions",0,0,1
"1305",1305,"apothecary","","two","champions",0,0,1
"1306",1306,"summary","","two","champions",0,0,1
"1307",1307,"brogue","","two","champions",0,0,1
"1308",1308,"suet","","two","champions",0,0,1
"1309",1309,"koto","","two","champions",0,0,1
"1310",1310,"jingoism","","two","champions",0,0,1
"1311",1311,"satchel","","two","champions",0,0,1
"1312",1312,"evanescent","","two","champions",0,0,1
"1313",1313,"diverge","","two","champions",0,0,1
"1314",1314,"exemplar","","two","champions",0,0,1
"1315",1315,"marsupial","","two","champions",0,0,1
"1316",1316,"trefoil","","two","champions",0,0,1
"1317",1317,"designer","","two","champions",0,0,1
"1318",1318,"leisure","","two","champions",0,0,1
"1319",1319,"vague","","two","champions",0,0,1
"1320",1320,"wharf","","two","champions",0,0,1
"1321",1321,"altercation","","two","champions",0,0,1
"1322",1322,"fratority","","two","champions",0,0,1
"1323",1323,"cataclysmic","","two","champions",0,0,1
"1324",1324,"metatarsal","","two","champions",0,0,1
"1325",1325,"bereavement","","two","champions",0,0,1
"1326",1326,"carbohydrates","","two","champions",0,0,1
"1327",1327,"sesame","","two","champions",0,0,1
"1328",1328,"palatable","","two","champions",0,0,1
"1329",1329,"gratis","","two","champions",0,0,1
"1330",1330,"nonvolatile","","two","champions",0,0,1
"1331",1331,"juvenilia","","two","champions",0,0,1
"1332",1332,"fomentation","","two","champions",0,0,1
"1333",1333,"reprisal","","two","champions",0,0,1
"1334",1334,"astrobleme","","two","champions",0,0,1
"1335",1335,"sabotage","","two","champions",0,0,1
"1336",1336,"absolution","","two","champions",0,0,1
"1337",1337,"rutabaga","","two","champions",0,0,1
"1338",1338,"espousal","","two","champions",0,0,1
"1339",1339,"virulence","","two","champions",0,0,1
"1340",1340,"allocable","","two","champions",0,0,1
"1341",1341,"effraction","","two","champions",0,0,1
"1342",1342,"limousine","","two","champions",0,0,1
"1343",1343,"drupiferous","","two","champions",0,0,1
"1344",1344,"organelle","","two","champions",0,0,1
"1345",1345,"osprey","","two","champions",0,0,1
"1346",1346,"elusive","","two","champions",0,0,1
"1347",1347,"disproportionate","","two","champions",0,0,1
"1348",1348,"cayenne","","two","champions",0,0,1
"1349",1349,"tabernacle","","two","champions",0,0,1
"1350",1350,"phosphorescent","","two","champions",0,0,1
"1351",1351,"anxiety","","two","champions",0,0,1
"1352",1352,"conch","","two","champions",0,0,1
"1353",1353,"singultus","","two","champions",0,0,1
"1354",1354,"impromptu","","two","champions",0,0,1
"1355",1355,"oracle","","two","champions",0,0,1
"1356",1356,"condemn","","two","champions",0,0,1
"1357",1357,"scenographer","","two","champions",0,0,1
"1358",1358,"neuroticism","","two","champions",0,0,1
"1359",1359,"cannoli","","two","champions",0,0,1
"1360",1360,"platoon","","two","champions",0,0,1
"1361",1361,"solstice","","two","champions",0,0,1
"1362",1362,"swannery","","two","champions",0,0,1
"1363",1363,"probative","","two","champions",0,0,1
"1364",1364,"oblique","","two","champions",0,0,1
"1365",1365,"buoyancy","","two","champions",0,0,1
"1366",1366,"situation","","two","champions",0,0,1
"1367",1367,"lumbar","","two","champions",0,0,1
"1368",1368,"topiary","","two","champions",0,0,1
"1369",1369,"reverberant","","two","champions",0,0,1
"1370",1370,"yeanling","","two","champions",0,0,1
"1371",1371,"homicide","","two","champions",0,0,1
"1372",1372,"graphologist","","two","champions",0,0,1
"1373",1373,"principality","","two","champions",0,0,1
"1374",1374,"Nostradamus","","two","champions",0,0,1
"1375",1375,"taxonomic","","two","champions",0,0,1
"1376",1376,"beret","","two","champions",0,0,1
"1377",1377,"talisman","","two","champions",0,0,1
"1378",1378,"impecunious","","two","champions",0,0,1
"1379",1379,"reciprocity","","two","champions",0,0,1
"1380",1380,"molecule","","two","champions",0,0,1
"1381",1381,"millennial","","two","champions",0,0,1
"1382",1382,"ineffable","","two","champions",0,0,1
"1383",1383,"abnegation","","two","champions",0,0,1
"1384",1384,"beguile","","two","champions",0,0,1
"1385",1385,"centenary","","two","champions",0,0,1
"1386",1386,"matrimony","","two","champions",0,0,1
"1387",1387,"errata","","two","champions",0,0,1
"1388",1388,"stipulate","","two","champions",0,0,1
"1389",1389,"naïveté","naiveté","two","champions",0,0,1
"1390",1390,"cadence","","two","champions",0,0,1
"1391",1391,"fido","","two","champions",0,0,1
"1392",1392,"vehicular","","two","champions",0,0,1
"1393",1393,"sabbatical","","two","champions",0,0,1
"1394",1394,"ermine","","two","champions",0,0,1
"1395",1395,"pugilist","","two","champions",0,0,1
"1396",1396,"tapioca","","two","champions",0,0,1
"1397",1397,"festooned","","two","champions",0,0,1
"1398",1398,"tectonic","","two","champions",0,0,1
"1399",1399,"wizened","","two","champions",0,0,1
"1400",1400,"tomfoolery","","two","champions",0,0,1
"1401",1401,"harrumph","","two","champions",0,0,1
"1402",1402,"embezzlement","","two","champions",0,0,1
"1403",1403,"fallacy","","two","champions",0,0,1
"1404",1404,"asylum","","two","champions",0,0,1
"1405",1405,"remuneration","","two","champions",0,0,1
"1406",1406,"expostulate","","two","champions",0,0,1
"1407",1407,"integument","","two","champions",0,0,1
"1408",1408,"Hebrides","","two","champions",0,0,1
"1409",1409,"macaw","","two","champions",0,0,1
"1410",1410,"perspicacious","","two","champions",0,0,1
"1411",1411,"reimbursable","","two","champions",0,0,1
"1412",1412,"jambalaya","","two","champions",0,0,1
"1413",1413,"geriatric","","two","champions",0,0,1
"1414",1414,"striation","","two","champions",0,0,1
"1415",1415,"Appaloosa","","two","champions",0,0,1
"1416",1416,"ramifications","","two","champions",0,0,1
"1417",1417,"temerity","","two","champions",0,0,1
"1418",1418,"egress","","two","champions",0,0,1
"1419",1419,"geocaching","","two","champions",0,0,1
"1420",1420,"instigate","","two","champions",0,0,1
"1421",1421,"obscure","","two","champions",0,0,1
"1422",1422,"transcription","","two","champions",0,0,1
"1423",1423,"muchacha","","two","champions",0,0,1
"1424",1424,"steppe","","two","champions",0,0,1
"1425",1425,"palpitant","","two","champions",0,0,1
"1426",1426,"nonchalance","","two","champions",0,0,1
"1427",1427,"realm","","two","champions",0,0,1
"1428",1428,"estuary","","two","champions",0,0,1
"1429",1429,"technician","","two","champions",0,0,1
"1430",1430,"dietetic","","two","champions",0,0,1
"1431",1431,"homage","","two","champions",0,0,1
"1432",1432,"cumulus","","two","champions",0,0,1
"1433",1433,"essential","","two","champions",0,0,1
"1434",1434,"seraphic","","two","champions",0,0,1
"1435",1435,"cameist","","two","champions",0,0,1
"1436",1436,"scrumptiously","","two","champions",0,0,1
"1437",1437,"toploftical","","two","champions",0,0,1
"1438",1438,"noctambulist","","two","champions",0,0,1
"1439",1439,"visibility","","two","champions",0,0,1
"1440",1440,"ligament","","two","champions",0,0,1
"1441",1441,"plenitude","","two","champions",0,0,1
"1442",1442,"illustrious","","two","champions",0,0,1
"1443",1443,"symmetrical","","two","champions",0,0,1
"1444",1444,"pendulous","","two","champions",0,0,1
"1445",1445,"analepsis","","two","champions",0,0,1
"1446",1446,"mitigative","","two","champions",0,0,1
"1447",1447,"pyrite","","two","champions",0,0,1
"1448",1448,"sacrifice","","two","champions",0,0,1
"1449",1449,"consternation","","two","champions",0,0,1
"1450",1450,"escalator","","two","champions",0,0,1
"1451",1451,"impasto","","two","champions",0,0,1
"1452",1452,"antagonistic","","two","champions",0,0,1
"1453",1453,"affront","","two","champions",0,0,1
"1454",1454,"element","","two","champions",0,0,1
"1455",1455,"desolate","","two","champions",0,0,1
"1456",1456,"truncate","","two","champions",0,0,1
"1457",1457,"pedicure","","two","champions",0,0,1
"1458",1458,"caftan","kaftan","two","champions",0,0,1
"1459",1459,"ingratiate","","two","champions",0,0,1
"1460",1460,"sousaphone","","two","champions",0,0,1
"1461",1461,"amalgam","","two","champions",0,0,1
"1462",1462,"carnage","","two","champions",0,0,1
"1463",1463,"turmeric","","two","champions",0,0,1
"1464",1464,"zoolatry","","two","champions",0,0,1
"1465",1465,"ricochet","","two","champions",0,0,1
"1466",1466,"hackneyed","","two","champions",0,0,1
"1467",1467,"vespertine","","two","champions",0,0,1
"1468",1468,"brusque","brusk","two","champions",0,0,1
"1469",1469,"erstwhile","","two","champions",0,0,1
"1470",1470,"lolled","","two","champions",0,0,1
"1471",1471,"osteopath","","two","champions",0,0,1
"1472",1472,"kaiser","","two","champions",0,0,1
"1473",1473,"imperious","","two","champions",0,0,1
"1474",1474,"Egyptian","","two","champions",0,0,1
"1475",1475,"foible","","two","champions",0,0,1
"1476",1476,"lousicide","","two","champions",0,0,1
"1477",1477,"ewer","","two","champions",0,0,1
"1478",1478,"curfew","","two","champions",0,0,1
"1479",1479,"schism","","two","champions",0,0,1
"1480",1480,"dilapidated","","two","champions",0,0,1
"1481",1481,"peony","","two","champions",0,0,1
"1482",1482,"urgency","","two","champions",0,0,1
"1483",1483,"bifurcate","","two","champions",0,0,1
"1484",1484,"drivel","","two","champions",0,0,1
"1485",1485,"jettison","","two","champions",0,0,1
"1486",1486,"Promethean","","two","champions",0,0,1
"1487",1487,"embassy","","two","champions",0,0,1
"1488",1488,"contemptuous","","two","champions",0,0,1
"1489",1489,"okapi","","two","champions",0,0,1
"1490",1490,"welterweight","","two","champions",0,0,1
"1491",1491,"scrooge","","two","champions",0,0,1
"1492",1492,"morose","","two","champions",0,0,1
"1493",1493,"osmosis","","two","champions",0,0,1
"1494",1494,"flimflammer","","two","champions",0,0,1
"1495",1495,"astringent","","two","champions",0,0,1
"1496",1496,"mademoiselle","","two","champions",0,0,1
"1497",1497,"nouveau","","two","champions",0,0,1
"1498",1498,"heterochromia","","two","champions",0,0,1
"1499",1499,"consul","","two","champions",0,0,1
"1500",1500,"hermetically","","two","champions",0,0,1
"1501",1501,"excursion","","two","champions",0,0,1
"1502",1502,"dreadlocks","","two","champions",0,0,1
"1503",1503,"theriatrics","","two","champions",0,0,1
"1504",1504,"cumbersome","","two","champions",0,0,1
"1505",1505,"affluent","","two","champions",0,0,1
"1506",1506,"chastise","","two","champions",0,0,1
"1507",1507,"colic","","two","champions",0,0,1
"1508",1508,"atomic","","two","champions",0,0,1
"1509",1509,"fêng","","two","champions",0,0,1
"1510",1510,"shui","","two","champions",0,0,1
"1511",1511,"acuity","","two","champions",0,0,1
"1512",1512,"subliminal","","two","champions",0,0,1
"1513",1513,"charismatic","","two","champions",0,0,1
"1514",1514,"phoenix","","two","champions",0,0,1
"1515",1515,"bastion","","two","champions",0,0,1
"1516",1516,"edamame","","two","champions",0,0,1
"1517",1517,"porcelain","","two","champions",0,0,1
"1518",1518,"deglaciation","","two","champions",0,0,1
"1519",1519,"recruit","","two","champions",0,0,1
"1520",1520,"tableau","","two","champions",0,0,1
"1521",1521,"sheldrake","","two","champions",0,0,1
"1522",1522,"suitable","","two","champions",0,0,1
"1523",1523,"cenotaph","","two","champions",0,0,1
"1524",1524,"Plumeria","","two","champions",0,0,1
"1525",1525,"perpetrator","","two","champions",0,0,1
"1526",1526,"cinematic","","two","champions",0,0,1
"1527",1527,"wallaby","","two","champions",0,0,1
"1528",1528,"contrivance","","two","champions",0,0,1
"1529",1529,"suffrage","","two","champions",0,0,1
"1530",1530,"thyme","","two","champions",0,0,1
"1531",1531,"phlebotomy","","two","champions",0,0,1
"1532",1532,"anemic","anaemic","two","champions",0,0,1
"1533",1533,"depravity","","two","champions",0,0,1
"1534",1534,"effervescent","","two","champions",0,0,1
"1535",1535,"soirée","soiree","two","champions",0,0,1
"1536",1536,"churros","","two","champions",0,0,1
"1537",1537,"diadem","","two","champions",0,0,1
"1538",1538,"larceny","","two","champions",0,0,1
"1539",1539,"acetaminophen","","two","champions",0,0,1
"1540",1540,"parochial","","two","champions",0,0,1
"1541",1541,"earnestly","","two","champions",0,0,1
"1542",1542,"gaffe","gaff","two","champions",0,0,1
"1543",1543,"ostensibly","","two","champions",0,0,1
"1544",1544,"nervily","","two","champions",0,0,1
"1545",1545,"gingivitis","","two","champions",0,0,1
"1546",1546,"patience","","two","champions",0,0,1
"1547",1547,"quittance","","two","champions",0,0,1
"1548",1548,"tenement","","two","champions",0,0,1
"1549",1549,"soothsayer","","two","champions",0,0,1
"1550",1550,"varicose","","two","champions",0,0,1
"1551",1551,"adage","","two","champions",0,0,1
"1552",1552,"cicada","","two","champions",0,0,1
"1553",1553,"mauve","","two","champions",0,0,1
"1554",1554,"emeritus","","two","champions",0,0,1
"1555",1555,"suture","","two","champions",0,0,1
"1556",1556,"obfuscate","","two","champions",0,0,1
"1557",1557,"casualty","","two","champions",0,0,1
"1558",1558,"perseverance","","two","champions",0,0,1
"1559",1559,"apparatus","","two","champions",0,0,1
"1560",1560,"myopic","","two","champions",0,0,1
"1561",1561,"ebullience","","two","champions",0,0,1
"1562",1562,"clairvoyance","","two","champions",0,0,1
"1563",1563,"impetus","","two","champions",0,0,1
"1564",1564,"affianced","","two","champions",0,0,1
"1565",1565,"archaism","","two","champions",0,0,1
"1566",1566,"commodious","","two","champions",0,0,1
"1567",1567,"austere","","two","champions",0,0,1
"1568",1568,"severance","","two","champions",0,0,1
"1569",1569,"financier","","two","champions",0,0,1
"1570",1570,"wildebeest","","two","champions",0,0,1
"1571",1571,"asado","","two","champions",0,0,1
"1572",1572,"limpa","","two","champions",0,0,1
"1573",1573,"adolescence","","two","champions",0,0,1
"1574",1574,"menagerie","","two","champions",0,0,1
"1575",1575,"hallucinate","","two","champions",0,0,1
"1576",1576,"opprobrious","","two","champions",0,0,1
"1577",1577,"nocturnal","","two","champions",0,0,1
"1578",1578,"redolent","","two","champions",0,0,1
"1579",1579,"vendage","","two","champions",0,0,1
"1580",1580,"entente","","two","champions",0,0,1
"1581",1581,"boomslang","","two","champions",0,0,1
"1582",1582,"circuitous","","two","champions",0,0,1
"1583",1583,"veracity","","two","champions",0,0,1
"1584",1584,"marionette","","two","champions",0,0,1
"1585",1585,"Neapolitan","","two","champions",0,0,1
"1586",1586,"chintzy","","two","champions",0,0,1
"1587",1587,"genteel","","two","champions",0,0,1
"1588",1588,"requisition","","two","champions",0,0,1
"1589",1589,"stimuli","","two","champions",0,0,1
"1590",1590,"schooner","","two","champions",0,0,1
"1591",1591,"declamatory","","two","champions",0,0,1
"1592",1592,"embryo","","two","champions",0,0,1
"1593",1593,"languorous","","two","champions",0,0,1
"1594",1594,"stevia","","two","champions",0,0,1
"1595",1595,"phycology","","two","champions",0,0,1
"1596",1596,"malaise","","two","champions",0,0,1
"1597",1597,"staid","","two","champions",0,0,1
"1598",1598,"acerbity","","two","champions",0,0,1
"1599",1599,"inimical","","two","champions",0,0,1
"1600",1600,"kaleidoscope","","two","champions",0,0,1
"1601",1601,"gluttonous","","two","champions",0,0,1
"1602",1602,"gypsum","","two","champions",0,0,1
"1603",1603,"polypeptide","","two","champions",0,0,1
"1604",1604,"wushu","","two","champions",0,0,1
"1605",1605,"contradictory","","two","champions",0,0,1
"1606",1606,"penitentiary","","two","champions",0,0,1
"1607",1607,"umbrage","","two","champions",0,0,1
"1608",1608,"crustaceans","","two","champions",0,0,1
"1609",1609,"bubonic","","two","champions",0,0,1
"1610",1610,"sartorial","","two","champions",0,0,1
"1611",1611,"escarpment","","two","champions",0,0,1
"1612",1612,"Celsius","","two","champions",0,0,1
"1613",1613,"dialysis","","two","champions",0,0,1
"1614",1614,"humidistat","","two","champions",0,0,1
"1615",1615,"sardonic","","two","champions",0,0,1
"1616",1616,"braille","","two","champions",0,0,1
"1617",1617,"vignette","","two","champions",0,0,1
"1618",1618,"adjudicate","","two","champions",0,0,1
"1619",1619,"caricature","","two","champions",0,0,1
"1620",1620,"emerald","","two","champions",0,0,1
"1621",1621,"liege","","two","champions",0,0,1
"1622",1622,"wilco","","two","champions",0,0,1
"1623",1623,"germane","","two","champions",0,0,1
"1624",1624,"bacteriolytic","","two","champions",0,0,1
"1625",1625,"rhododendron","","two","champions",0,0,1
"1626",1626,"ineptitude","","two","champions",0,0,1
"1627",1627,"academese","","two","champions",0,0,1
"1628",1628,"registrar","","two","champions",0,0,1
"1629",1629,"alma-mater","","two","champions",0,0,1
"1630",1630,"comedienne","","two","champions",0,0,1
"1631",1631,"cutaneous","","two","champions",0,0,1
"1632",1632,"gnarled","","two","champions",0,0,1
"1633",1633,"hydroponic","","two","champions",0,0,1
"1634",1634,"combustible","","two","champions",0,0,1
"1635",1635,"factorial","","two","champions",0,0,1
"1636",1636,"dolma","","two","champions",0,0,1
